,name,url,world_ranking,world_tour_ranking,age,birthdate,hand,place_of_birth,height,current_residence,language
176,CHIEN Chun Han,https://bwfbadminton.com/player/90844/chien-chun-han,-,-,18,17/10/2001,N/A,174.00cm,167.00cm,167.00cm,Mandarin
177,CHIEN Po-Hsuan,https://bwfbadminton.com/player/80708/chien-po-hsuan,-,-,14,28/01/2006,N/A,174.00cm,167.00cm,167.00cm,Mandarin
178,CHIEN Yu-An,https://bwfbadminton.com/player/55771/chien-yu-an,-,-,15,22/12/2004,N/A,174.00cm,167.00cm,167.00cm,Mandarin
179,CHIEN Ming Yen,https://bwfbadminton.com/player/96641/chien-ming-yen,-,839,18,11/01/2002,N/A,174.00cm,167.00cm,167.00cm,Mandarin
180,CHIH Chih En,https://bwfbadminton.com/player/65998/chih-chih-en,-,-,14,09/10/2005,N/A,174.00cm,167.00cm,167.00cm,Mandarin
181,CHIN Shih Yi,https://bwfbadminton.com/player/78578/chin-shih-yi,-,-,14,16/09/2005,N/A,174.00cm,167.00cm,167.00cm,Mandarin
182,CHIU Yi Ju,https://bwfbadminton.com/player/50510/chiu-yi-ju,-,-,-,N/A,N/A,174.00cm,167.00cm,167.00cm,Mandarin
183,Chun Wei CHIU,https://bwfbadminton.com/player/87184/chun-wei-chiu,-,-,40,01/02/1980,N/A,174.00cm,167.00cm,167.00cm,Mandarin
184,CHIU Chao-Chi,https://bwfbadminton.com/player/70366/chiu-chao-chi,-,-,17,01/10/2002,N/A,174.00cm,167.00cm,167.00cm,Mandarin
185,CHIU Hsiang Chieh,https://bwfbadminton.com/player/92913/chiu-hsiang-chieh,-,384,17,11/11/2002,N/A,174.00cm,167.00cm,167.00cm,Mandarin
186,CHIU YUN CHIA,https://bwfbadminton.com/player/78509/chiu-yun-chia,-,-,16,23/07/2004,N/A,174.00cm,167.00cm,167.00cm,Mandarin
187,CHIU Yuh Hong,https://bwfbadminton.com/player/89185/chiu-yuh-hong,-,-,19,20/08/2001,N/A,174.00cm,167.00cm,167.00cm,Mandarin
188,CHIU Pin-Chian,https://bwfbadminton.com/player/80862/chiu-pin-chian,-,-,21,15/05/1999,N/A,174.00cm,167.00cm,167.00cm,Mandarin
189,CHIU Fang Ling,https://bwfbadminton.com/player/74416/chiu-fang-ling,-,-,49,15/02/1971,N/A,174.00cm,167.00cm,167.00cm,Mandarin
190,Cheng Lung CHIU,https://bwfbadminton.com/player/86572/cheng-lung-chiu,-,-,23,20/09/1996,N/A,174.00cm,167.00cm,167.00cm,Mandarin
191,CHIU Di,https://bwfbadminton.com/player/82858/chiu-di,-,-,19,29/10/2000,N/A,174.00cm,167.00cm,167.00cm,Mandarin
192,CHIU Chih-Chi,https://bwfbadminton.com/player/66329/chiu-chih-chi,-,-,22,09/01/1998,N/A,174.00cm,167.00cm,167.00cm,Mandarin
193,CHIU Ping-Chao,https://bwfbadminton.com/player/77661/chiu-ping-chao,-,-,19,17/05/2001,N/A,174.00cm,167.00cm,167.00cm,Mandarin
194,CHO Lin,https://bwfbadminton.com/player/74045/cho-lin,-,-,20,26/10/1999,N/A,174.00cm,167.00cm,167.00cm,Mandarin
195,Ting  Hao CHOU,https://bwfbadminton.com/player/64922/ting-hao-chou,-,-,24,18/10/1995,N/A,174.00cm,167.00cm,167.00cm,Mandarin
196,CHOU Chung Ting,https://bwfbadminton.com/player/73992/chou-chung-ting,445,-,18,24/06/2002,N/A,174.00cm,167.00cm,167.00cm,Mandarin
197,CHOU Hsiang-Hung,https://bwfbadminton.com/player/97739/chou-hsiang-hung,-,-,16,13/10/2003,N/A,174.00cm,167.00cm,167.00cm,Mandarin
198,CHOU Yu Hsiang,https://bwfbadminton.com/player/75768/chou-yu-hsiang,-,-,13,17/07/2007,N/A,174.00cm,167.00cm,167.00cm,Mandarin
199,CHOU Tien Chen,https://bwfbadminton.com/player/34810/chou-tien-chen,2,13,30,08/01/1990,Right Handed,Taipei,180.00cm,180.00cm,Chinese and English
200,CHOU Ching Yu,https://bwfbadminton.com/player/89759/chou-ching-yu,-,-,15,01/01/2005,N/A,Taipei,180.00cm,180.00cm,Chinese and English
201,CHOU En-Fei,https://bwfbadminton.com/player/77588/chou-en-fei,-,-,20,12/12/1999,N/A,Taipei,180.00cm,180.00cm,Chinese and English
202,CHU Chun-Te,https://bwfbadminton.com/player/88792/chu-chun-te,-,-,19,01/10/2000,N/A,Taipei,180.00cm,180.00cm,Chinese and English
203,CHU Bo Rong,https://bwfbadminton.com/player/95303/chu-bo-rong,-,639,17,11/09/2002,N/A,Taipei,180.00cm,180.00cm,Chinese and English
204,CHU Ching Hsin,https://bwfbadminton.com/player/78165/chu-ching-hsin,-,639,16,03/12/2003,N/A,Taipei,180.00cm,180.00cm,Chinese and English
205,CHU Po-Yin,https://bwfbadminton.com/player/69184/chu-po-yin,-,-,20,16/01/2000,N/A,Taipei,180.00cm,180.00cm,Chinese and English
206,CHU Tzu Cheng,https://bwfbadminton.com/player/97476/chu-tzu-cheng,-,-,18,06/12/2001,N/A,Taipei,180.00cm,180.00cm,Chinese and English
207,CHU Han Chou,https://bwfbadminton.com/player/53858/chu-han-chou,-,-,33,11/12/1986,N/A,Taipei,180.00cm,180.00cm,Chinese and English
208,CHU Chen Jia,https://bwfbadminton.com/player/68401/chu-chen-jia,-,-,14,09/04/2006,N/A,Taipei,180.00cm,180.00cm,Chinese and English
209,CHU Chin Te,https://bwfbadminton.com/player/70153/chu-chin-te,-,839,18,03/05/2002,N/A,Taipei,180.00cm,180.00cm,Chinese and English
210,CHUANG Pu Sheng,https://bwfbadminton.com/player/79854/chuang-pu-sheng,-,-,21,10/08/1999,N/A,Taipei,180.00cm,180.00cm,Chinese and English
211,CHUANG Jyun-Chang,https://bwfbadminton.com/player/75331/chuang-jyun-chang,-,-,19,19/05/2001,N/A,Taipei,180.00cm,180.00cm,Chinese and English
212,CHUANG Min Chieh,https://bwfbadminton.com/player/75668/chuang-min-chieh,-,-,22,16/10/1997,N/A,Taipei,180.00cm,180.00cm,Chinese and English
213,CHUANG Chieh Yu,https://bwfbadminton.com/player/62318/chuang-chieh-yu,-,-,16,21/10/2003,N/A,Taipei,180.00cm,180.00cm,Chinese and English
214,CHUNG Yu-Kai,https://bwfbadminton.com/player/95071/chung-yu-kai,-,-,18,22/12/2001,N/A,Taipei,180.00cm,180.00cm,Chinese and English
215,CHUNG Chen Chien,https://bwfbadminton.com/player/78228/chung-chen-chien,-,-,16,12/08/2004,N/A,Taipei,180.00cm,180.00cm,Chinese and English
216,CHUNG Yu Feng,https://bwfbadminton.com/player/57068/chung-yu-feng,-,-,23,05/05/1997,N/A,Taipei,180.00cm,180.00cm,Chinese and English
217,CHUNG Kan-Yu,https://bwfbadminton.com/player/91831/chung-kan-yu,-,-,20,18/09/1999,N/A,Taipei,180.00cm,180.00cm,Chinese and English
218,CHUNG Jen-Ching,https://bwfbadminton.com/player/66233/chung-jen-ching,-,-,18,23/10/2001,N/A,Taipei,180.00cm,180.00cm,Chinese and English
219,DA GU LA WAI E Si Le Po,https://bwfbadminton.com/player/68658/da-gu-la-wai-e-si-le-po,-,-,18,06/05/2002,N/A,Taipei,180.00cm,180.00cm,Chinese and English
220,DU Hung Ting,https://bwfbadminton.com/player/63979/du-hung-ting,-,-,19,27/09/2000,N/A,Taipei,180.00cm,180.00cm,Chinese and English
221,DU Yi Chen,https://bwfbadminton.com/player/71755/du-yi-chen,-,-,15,09/05/2005,N/A,Taipei,180.00cm,180.00cm,Chinese and English
222,FAN Yu Shan,https://bwfbadminton.com/player/72881/fan-yu-shan,-,-,17,28/12/2002,N/A,Taipei,180.00cm,180.00cm,Chinese and English
223,FAN Wan Chun,https://bwfbadminton.com/player/74984/fan-wan-chun,-,-,13,12/05/2007,N/A,Taipei,180.00cm,180.00cm,Chinese and English
224,FAN Yu-Shan,https://bwfbadminton.com/player/58026/fan-yu-shan,-,-,17,28/12/2002,N/A,Taipei,180.00cm,180.00cm,Chinese and English
225,Ming Sheng FAN CHIANG,https://bwfbadminton.com/player/60979/ming-sheng-fan-chiang,-,-,33,20/01/1987,N/A,Taipei,180.00cm,180.00cm,Chinese and English
226,FANG Chi,https://bwfbadminton.com/player/85787/fang-chi,-,-,13,27/11/2006,N/A,Taipei,180.00cm,180.00cm,Chinese and English
227,FANG Jiun Kai,https://bwfbadminton.com/player/73748/fang-jiun-kai,-,-,15,10/09/2004,N/A,Taipei,180.00cm,180.00cm,Chinese and English
228,FANG Po-Sheng,https://bwfbadminton.com/player/85104/fang-po-sheng,-,-,18,31/03/2002,N/A,Taipei,180.00cm,180.00cm,Chinese and English
229,FENG Mei-Ying,https://bwfbadminton.com/player/137/feng-mei-ying,-,-,54,06/10/1965,Right Handed,170.00cm,180.00cm,180.00cm,Chinese and English
230,Feng Tse HSIEH,https://bwfbadminton.com/player/34812/feng-tse-hsieh,-,-,-,N/A,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
231,Tzu-Chi GUO,https://bwfbadminton.com/player/78706/tzu-chi-guo,-,-,21,24/08/1999,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
232,HAN Kuen-Lin,https://bwfbadminton.com/player/66089/han-kuen-lin,-,-,19,23/05/2001,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
233,HO Wen-Hsun,https://bwfbadminton.com/player/98102/ho-wen-hsun,-,-,14,28/10/2005,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
234,HONG Jia-Hong,https://bwfbadminton.com/player/74066/hong-jia-hong,-,-,20,11/12/1999,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
235,HONG Tsai Pin,https://bwfbadminton.com/player/97957/hong-tsai-pin,-,-,18,20/12/2001,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
236,HONG Jia-Jun,https://bwfbadminton.com/player/62367/hong-jia-jun,-,-,17,22/11/2002,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
237,HOU Ssu Wei,https://bwfbadminton.com/player/96317/hou-ssu-wei,-,-,20,08/02/2000,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
238,HSIAO Chia En,https://bwfbadminton.com/player/65287/hsiao-chia-en,-,-,15,12/09/2004,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
239,HSIAO Poa Ren,https://bwfbadminton.com/player/78207/hsiao-poa-ren,-,-,54,17/03/1966,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
240,HSIAO Hsiang Chun,https://bwfbadminton.com/player/78740/hsiao-hsiang-chun,-,-,31,03/02/1989,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
241,HSIAO Tun-Cheng,https://bwfbadminton.com/player/88122/hsiao-tun-cheng,-,-,20,14/07/2000,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
242,HSIEH Pei Shan,https://bwfbadminton.com/player/95062/hsieh-pei-shan,-,-,22,22/11/1997,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
243,HSIEH Yao-Ju,https://bwfbadminton.com/player/64854/hsieh-yao-ju,-,-,17,28/03/2003,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
244,HSIEH Chia  Yen,https://bwfbadminton.com/player/60601/hsieh-chia-yen,-,-,16,07/12/2003,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
245,HSIEH Po-Sen,https://bwfbadminton.com/player/83026/hsieh-po-sen,-,-,23,04/03/1997,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
246,HSIEH Cheng Che,https://bwfbadminton.com/player/88656/hsieh-cheng-che,-,-,15,14/09/2004,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
247,HSIEH Mi Yen,https://bwfbadminton.com/player/56318/hsieh-mi-yen,-,-,14,30/04/2006,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
248,HSIEH Yu Chien,https://bwfbadminton.com/player/81397/hsieh-yu-chien,-,-,14,24/09/2005,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
249,HSIEH Cheng-Yu,https://bwfbadminton.com/player/72663/hsieh-cheng-yu,-,839,18,01/07/2002,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
250,HSIEH Yun-Shan,https://bwfbadminton.com/player/76748/hsieh-yun-shan,-,-,16,07/02/2004,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
251,HSIEH Yu Ying,https://bwfbadminton.com/player/76780/hsieh-yu-ying,-,-,19,05/03/2001,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
252,HSIEH Hsin Yu,https://bwfbadminton.com/player/84149/hsieh-hsin-yu,-,-,18,29/12/2001,N/A,170.00cm,180.00cm,180.00cm,Chinese and English
253,HSIEH Pei Chen,https://bwfbadminton.com/player/52998/hsieh-pei-chen,-,-,32,31/01/1988,Right Handed,Taipei,160.00cm,160.00cm,Chinese
254,HSIEH Huai You,https://bwfbadminton.com/player/77056/hsieh-huai-you,-,-,15,29/03/2005,N/A,Taipei,160.00cm,160.00cm,Chinese
255,HSIEH Chih-Hung,https://bwfbadminton.com/player/60042/hsieh-chih-hung,-,-,21,22/09/1998,N/A,Taipei,160.00cm,160.00cm,Chinese
256,Kuan-Yi HSIEH,https://bwfbadminton.com/player/68197/kuan-yi-hsieh,-,-,21,15/01/1999,N/A,Taipei,160.00cm,160.00cm,Chinese
257,HSIEH Yu Cheng,https://bwfbadminton.com/player/27651/hsieh-yu-cheng,-,-,-,N/A,N/A,Taipei,160.00cm,160.00cm,Chinese
258,HSIEH CHENG FENG,https://bwfbadminton.com/player/60139/hsieh-cheng-feng,-,-,16,10/04/2004,N/A,Taipei,160.00cm,160.00cm,Chinese
259,HSIEH Cheng-Dong,https://bwfbadminton.com/player/58007/hsieh-cheng-dong,-,-,20,24/09/1999,N/A,Taipei,160.00cm,160.00cm,Chinese
260,HSIEH Chih Ying,https://bwfbadminton.com/player/68582/hsieh-chih-ying,-,-,17,04/01/2003,N/A,Taipei,160.00cm,160.00cm,Chinese
261,HSIEH Cheng-Yun,https://bwfbadminton.com/player/55860/hsieh-cheng-yun,-,-,17,04/01/2003,N/A,Taipei,160.00cm,160.00cm,Chinese
262,HSIEH Chia-Lun,https://bwfbadminton.com/player/89772/hsieh-chia-lun,-,-,17,11/10/2002,N/A,Taipei,160.00cm,160.00cm,Chinese
263,HSIUNG Shao Bang,https://bwfbadminton.com/player/88794/hsiung-shao-bang,-,-,23,05/02/1997,N/A,Taipei,160.00cm,160.00cm,Chinese
264,HSU Ting-Wei,https://bwfbadminton.com/player/98606/hsu-ting-wei,-,-,19,05/09/2000,N/A,Taipei,160.00cm,160.00cm,Chinese
265,HSU Yu-Han,https://bwfbadminton.com/player/72503/hsu-yu-han,-,-,18,04/04/2002,N/A,Taipei,160.00cm,160.00cm,Chinese
266,HSU Yin-Hui,https://bwfbadminton.com/player/96973/hsu-yin-hui,-,-,17,18/03/2003,N/A,Taipei,160.00cm,160.00cm,Chinese
267,HSU Tzu Yu,https://bwfbadminton.com/player/87306/hsu-tzu-yu,-,-,18,09/02/2002,N/A,Taipei,160.00cm,160.00cm,Chinese
268,HSU Jen Hao,https://bwfbadminton.com/player/67100/hsu-jen-hao,509,-,28,26/10/1991,Right Handed,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
269,HSU Tzu-Ling,https://bwfbadminton.com/player/75114/hsu-tzu-ling,-,-,24,31/12/1995,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
270,HSU Ting-Wei,https://bwfbadminton.com/player/95380/hsu-ting-wei,-,-,19,04/03/2001,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
271,Yu Chieh HSU,https://bwfbadminton.com/player/99267/yu-chieh-hsu,-,-,23,28/09/1996,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
272,HSU Yu Cheng,https://bwfbadminton.com/player/67868/hsu-yu-cheng,-,-,20,06/05/2000,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
273,HSU Chen-Yang,https://bwfbadminton.com/player/75578/hsu-chen-yang,-,-,23,29/04/1997,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
274,Chin  Chia HSU,https://bwfbadminton.com/player/84780/chin-chia-hsu,-,-,23,08/10/1996,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
275,HSU Pai-Hsien,https://bwfbadminton.com/player/97999/hsu-pai-hsien,-,-,22,01/10/1997,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
276,Wei Pin HSU,https://bwfbadminton.com/player/89383/wei-pin-hsu,-,-,25,04/04/1995,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
277,HSU Jui Ting,https://bwfbadminton.com/player/72027/hsu-jui-ting,-,-,25,15/11/1994,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
278,Wen Chi HSU,https://bwfbadminton.com/player/89583/wen-chi-hsu,-,-,22,28/09/1997,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
279,HSU Che Yu,https://bwfbadminton.com/player/77546/hsu-che-yu,-,-,17,18/04/2003,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
280,HSU Shao Wen,https://bwfbadminton.com/player/49231/hsu-shao-wen,-,-,-,N/A,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
281,HSU Li-Ying,https://bwfbadminton.com/player/88312/hsu-li-ying,-,-,18,14/08/2002,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
282,HSU Chia Ning,https://bwfbadminton.com/player/86741/hsu-chia-ning,-,-,21,07/10/1998,N/A,"Taipei, Taiwan",170.00cm,170.00cm,"Chinese, English"
283,HSU Ya Ching,https://bwfbadminton.com/player/74561/hsu-ya-ching,-,-,29,30/07/1991,Right Handed,Tainan,165.00cm,165.00cm,Chinese
284,HSUEH Hsuan Yi,https://bwfbadminton.com/player/52983/hsueh-hsuan-yi,252,-,34,26/10/1985,Right Handed,Taiwan,185.00cm,185.00cm,Mandarin
285,HSUEH Ching Hua,https://bwfbadminton.com/player/65377/hsueh-ching-hua,-,-,21,02/01/1999,N/A,Taiwan,185.00cm,185.00cm,Mandarin
286,HU Ling Fang,https://bwfbadminton.com/player/87176/hu-ling-fang,-,-,22,04/06/1998,Right Handed,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
287,HU Chuan-En,https://bwfbadminton.com/player/93331/hu-chuan-en,-,-,21,11/11/1998,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
288,HU Hao Hsiang,https://bwfbadminton.com/player/87862/hu-hao-hsiang,-,-,19,07/02/2001,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
289,HU Yu Chi,https://bwfbadminton.com/player/82812/hu-yu-chi,-,-,17,28/05/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
290,HUA Tzu-Yuan,https://bwfbadminton.com/player/85763/hua-tzu-yuan,-,-,18,02/05/2002,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
291,HUANG Ping-Hsien,https://bwfbadminton.com/player/55920/huang-ping-hsien,342,65,20,13/12/1999,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
292,Yu-Ting HUANG,https://bwfbadminton.com/player/70253/yu-ting-huang,-,-,23,12/10/1996,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
293,HUANG Chien-Hua,https://bwfbadminton.com/player/88419/huang-chien-hua,-,-,17,28/06/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
294,HUANG Yu-Chi,https://bwfbadminton.com/player/70329/huang-yu-chi,-,-,14,29/11/2005,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
295,HUANG Jyun Chi,https://bwfbadminton.com/player/66702/huang-jyun-chi,-,-,16,21/11/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
296,HUANG Shih-Min,https://bwfbadminton.com/player/85959/huang-shih-min,-,-,15,04/08/2005,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
297,Chu-En HUANG,https://bwfbadminton.com/player/73443/chu-en-huang,-,-,27,04/04/1993,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
298,HUANG Tsung-I,https://bwfbadminton.com/player/78126/huang-tsung-i,-,-,15,14/01/2005,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
299,HUANG Hao,https://bwfbadminton.com/player/67311/huang-hao,-,-,18,01/10/2001,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
300,HUANG Chi Tien,https://bwfbadminton.com/player/72707/huang-chi-tien,-,-,15,01/04/2005,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
301,HUANG Hsing-Ying,https://bwfbadminton.com/player/61164/huang-hsing-ying,-,839,18,22/04/2002,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
302,HUANG Yu Wei,https://bwfbadminton.com/player/84311/huang-yu-wei,-,-,15,15/07/2005,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
303,HUANG Yu Chieh,https://bwfbadminton.com/player/86150/huang-yu-chieh,-,639,17,22/03/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
304,HUANG Yu-Yu,https://bwfbadminton.com/player/71071/huang-yu-yu,-,-,25,27/09/1994,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
305,HUANG Ching-Wei,https://bwfbadminton.com/player/80525/huang-ching-wei,-,-,15,27/04/2005,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
306,HUANG Po Yi,https://bwfbadminton.com/player/19459/huang-po-yi,-,-,-,N/A,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
307,HUANG Jui-Hsuan,https://bwfbadminton.com/player/64023/huang-jui-hsuan,-,-,15,08/02/2005,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
308,HUANG Yu-Hsun,https://bwfbadminton.com/player/97685/huang-yu-hsun,-,-,16,24/10/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
309,HUANG YUN SHIUAN,https://bwfbadminton.com/player/96044/huang-yun-shiuan,-,-,14,25/10/2005,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
310,HUANG Chien Tzu,https://bwfbadminton.com/player/99806/huang-chien-tzu,-,-,19,06/02/2001,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
311,HUANG Mei Ching,https://bwfbadminton.com/player/24351/huang-mei-ching,-,-,-,N/A,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
312,HUANG Yu-En,https://bwfbadminton.com/player/65962/huang-yu-en,-,-,16,13/01/2004,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
313,HUANG SHENG-CHUN,https://bwfbadminton.com/player/86296/huang-sheng-chun,-,-,14,21/07/2006,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
314,HUANG Hong-Yu,https://bwfbadminton.com/player/57674/huang-hong-yu,-,-,13,02/03/2007,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
315,HUANG Ching Ping,https://bwfbadminton.com/player/94348/huang-ching-ping,-,-,17,24/09/2002,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
316,HUANG Da Wei,https://bwfbadminton.com/player/78754/huang-da-wei,-,-,20,23/09/1999,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
317,HUANG Wen Chen,https://bwfbadminton.com/player/55707/huang-wen-chen,-,-,23,13/11/1996,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
318,HUANG Yuan Bo,https://bwfbadminton.com/player/57916/huang-yuan-bo,-,-,15,16/10/2004,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
319,HUANG Yin Hsuan,https://bwfbadminton.com/player/98445/huang-yin-hsuan,-,-,20,20/05/2000,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
320,HUANG Yu Ci,https://bwfbadminton.com/player/80877/huang-yu-ci,-,-,22,20/06/1998,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
321,HUANG Po Jui,https://bwfbadminton.com/player/43364/huang-po-jui,-,-,26,04/11/1993,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
322,HUANG Yu,https://bwfbadminton.com/player/98462/huang-yu,-,-,16,06/08/2004,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
323,HUANG Pin Hsiang,https://bwfbadminton.com/player/68630/huang-pin-hsiang,-,-,20,20/09/1999,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
324,HUANG Chia-Lung,https://bwfbadminton.com/player/50077/huang-chia-lung,-,-,46,25/08/1974,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
325,HUANG Yan-Bin,https://bwfbadminton.com/player/98512/huang-yan-bin,-,-,13,13/10/2006,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
326,HUANG Chia Yu,https://bwfbadminton.com/player/92297/huang-chia-yu,-,-,13,09/03/2007,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
327,HUANG Nai-Xuan,https://bwfbadminton.com/player/62657/huang-nai-xuan,-,-,22,16/09/1997,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
328,HUANG Yu Kai,https://bwfbadminton.com/player/98595/huang-yu-kai,-,-,17,07/10/2002,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
329,HUANG Zih Wei,https://bwfbadminton.com/player/85616/huang-zih-wei,-,-,21,06/06/1999,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
330,HUNG Pang-Chun,https://bwfbadminton.com/player/83022/hung-pang-chun,-,-,16,08/10/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
331,HUNG Huang,https://bwfbadminton.com/player/98719/hung-huang,-,-,16,29/10/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
332,HUNG Hsin En,https://bwfbadminton.com/player/65057/hung-hsin-en,-,-,17,31/03/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
333,HUNG Shih Chieh,https://bwfbadminton.com/player/53004/hung-shih-chieh,-,-,-,N/A,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
334,HUNG Chia Chun,https://bwfbadminton.com/player/87461/hung-chia-chun,-,-,17,23/06/2003,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
335,Ming Hsien HUNG,https://bwfbadminton.com/player/89077/ming-hsien-hung,-,-,31,02/10/1988,N/A,Kaohsiung Taiwan,171.00cm,171.00cm,"Mandarin, English"
336,HUNG Shih Han,https://bwfbadminton.com/player/53628/hung-shih-han,130,-,30,18/01/1990,Right Handed,"Taipei, Taiwan",Chinese,Chinese,"Mandarin, English"
337,HUNG Ying Yuan,https://bwfbadminton.com/player/20464/hung-ying-yuan,-,-,-,N/A,N/A,"Taipei, Taiwan",Chinese,Chinese,"Mandarin, English"
338,HUNG Yu- En,https://bwfbadminton.com/player/89214/hung-yu-en,-,-,17,31/03/2003,N/A,"Taipei, Taiwan",Chinese,Chinese,"Mandarin, English"
